devtox,carcino,muta,skin,andro,estro,chrom,hepa
0.5880666151979707,0.5469159827396565,0.44261545496113397,0.5614035087719298,0.7673564231853709,0.7443152893263193,0.607463118310674,0.5438592408127167
0.5088757396449705,0.7213441049057487,0.5912440398786303,0.6037735849056604,0.6921099523851254,0.5947244825514718,0.6269757639620653,0.5411326578541233
0.5324536919563564,0.5078258048820047,0.4825646794150732,0.8205128205128205,0.6757342581554133,0.6978532521627684,0.6688164337752299,0.521229479154364
0.4397627326651667,0.8068905255273998,0.5064377682403434,0.7272727272727273,0.7234577451169987,0.5929684782952354,0.6820066334991709,0.5588750988414067
0.4674746034574942,0.6544918998527246,0.6778711484593838,0.5161290322580645,0.6203389112924564,0.7743504415717395,0.7076313181367692,0.5129404262103416
0.38535014757177355,0.520946030947289,0.4888888888888889,0.7214854111405835,0.6227043222548965,0.6513817187974491,0.6257208765859285,0.5782777554573456
0.5734736326930137,0.7662399241346609,0.48544284400858106,0.8648648648648649,0.7348927875243665,0.7193298504773915,0.4371205550737207,0.5608497582744515
0.5875776397515529,0.618534998325439,0.5320537428023033,0.6808510638297872,0.7979705640369321,0.5811212015368495,0.5560200668896321,0.5054972583293902
0.5342685370741483,0.6814092953523239,0.5072193758733116,0.819277108433735,0.770747878855987,0.5422913950456324,0.591052299936988,0.5549890750182083
0.29703267659778954,0.7219243986254296,0.5306122448979591,0.38554216867469876,0.7430154036280178,0.6894355811771016,0.6914584543869843,0.5704409639495371
0.413992297817715,0.6401952570033879,0.552059925093633,0.6080760095011876,0.7593496192140705,0.7035838195103987,0.5241935483870968,0.5004776689754
0.521233907373349,0.6197111082704845,0.734669095324833,0.5614035087719298,0.6832876712328767,0.761365423942111,0.5609616485403549,0.5651407675023131
0.44761092150170656,0.6242526032919047,0.6567164179104478,0.854368932038835,0.760167203692415,0.7121113726763536,0.556783031374282,0.5081563558017851
0.39994926647782525,0.6292834890965732,0.5046816479400749,0.44444444444444436,0.6968890544748118,0.6806121582611648,0.5741469816272966,0.5539757591901971
0.5088757396449705,0.5911693599694617,0.52129362792187,0.6562123039806996,0.7227868155647436,0.80067521944632,0.5614241001564945,0.5543347381095726
0.42842490842490843,0.7481481481481481,0.5385232744783306,0.5544554455445544,0.7628390677687924,0.5986043847315524,0.5248542071646765,0.5789060044011317
0.5739219712525667,0.6292834890965732,0.6486678507992896,0.5945945945945946,0.7757304045647604,0.651237890204521,0.5629629629629629,0.5391178842806809
0.4991667145566347,0.6528971225857313,0.4735223778612915,0.321608040201005,0.6694303608708619,0.452457264957265,0.6055839559575305,0.5416156884678575
0.443298969072165,0.5358090185676392,0.518324607329843,0.7227926078028748,0.6720376777861957,0.7162371368727803,0.7366071428571428,0.5682995760715968
0.4085510688836105,0.6411680685605459,0.648471615720524,0.5493562231759656,0.7391819798458802,0.6543955839021297,0.5479680213191206,0.5391464422571193
0.41078001752848387,0.5944857496902106,0.48507462686567165,0.386317907444668,0.6632613759330925,0.6845440144829147,0.6402439024390243,0.5822105439704813
0.7057510504201681,0.6292834890965732,0.5081266039349872,0.6587215601300108,0.5784435706575223,0.5669137064485902,0.7318181818181818,0.5257438551099611
0.6224152191894128,0.7134371488200353,0.42729083665338646,0.6153846153846153,0.7306799192690813,0.700455126157777,0.5356362046348929,0.4975766275436967
0.3483300099700897,0.5619756890943332,0.6702508960573477,0.5676274944567627,0.6197813121272366,0.6259405568096313,0.612691466083151,0.5301548939909919
0.41049335573545137,0.5435818125579956,0.6990654205607476,0.5493562231759656,0.6284448688363704,0.620307590540764,0.5426356589147286,0.51348433530906
0.3785788561525131,0.5750820304960432,0.49521665728756337,0.6464646464646464,0.7389828682254067,0.5823373706585385,0.5328867235079172,0.5206479352064793
0.47873251498715386,0.8092948717948718,0.6373303997066374,0.6203554119547657,0.7308095436666704,0.627438392019359,0.612691466083151,0.4789975493950069
0.42265235142900354,0.5061467387048783,0.49682427664079043,0.5614035087719298,0.6754972012278484,0.4362156872843385,0.5911650064963188,0.5113844351709496
0.4511549991183213,0.6043882978723405,0.3791869918699187,0.7241867043847242,0.669624363924617,0.676769829009748,0.7346326836581709,0.5285455127521075
0.5875776397515529,0.6292834890965732,0.5201668984700973,0.5161290322580645,0.6729311841580441,0.48770656993147926,0.5609616485403549,0.5214004008534299
